,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
SZCZECIN/POLAND,63512205000.000000,53.400000,14.620000,3.000000,0.170000,0.890000,3.993333,8.626667,13.546667,16.226667,18.646667,18.048276,13.926667,9.353333,4.456667,1.130000
BIALYSTOK/POLAND,63512295000.000000,53.100000,23.170000,151.000000,-3.106667,-2.490000,1.293333,7.423333,13.093333,15.780000,17.970000,17.026667,12.172414,7.310000,2.040000,-1.843333
POZNAN/POLAND,63512330000.000000,52.420000,16.830000,92.000000,-0.846667,-0.040000,3.566667,8.773333,13.990000,16.630000,18.926667,18.320000,13.743333,8.906667,3.720000,0.223333
WARSZAWA-OKEC/POLAND,63512375000.000000,52.170000,20.970000,107.000000,-1.880000,-1.006667,2.740000,8.580000,14.160000,16.766667,19.050000,18.280000,13.426667,8.456667,3.113333,-0.703333
WROCLAW II/POLAND,63512424000.000000,51.100000,16.880000,121.000000,-0.146667,0.816667,4.496667,9.480000,14.590000,17.366667,19.496667,18.986667,14.520000,9.803333,4.520000,0.890000
WLODAWA/POLAND,63512497000.000000,51.550000,23.530000,179.000000,-2.886667,-2.100000,1.886667,8.173333,13.860000,16.480000,18.686667,17.882759,12.990000,7.943333,2.466667,-1.573333
KRAKOW/POLAND,63512566000.000000,50.080000,19.800000,237.000000,-2.095000,-0.848333,3.105000,8.681667,14.008333,16.751667,18.748333,18.125000,13.483333,8.680000,3.133333,-0.930000
SANTA MARIA (/PORTUGAL,63608515000.000000,36.970000,-25.170000,100.000000,14.632727,14.219091,14.755455,15.396190,16.750909,19.023810,21.175000,22.468421,21.765000,19.560000,17.155000,15.623810
LISBOA/GEOF/PORTUGAL,63608535000.000000,38.720000,-9.150000,95.000000,11.149333,12.196000,14.470000,15.390000,17.500000,20.604138,22.496667,22.926667,21.533333,18.326667,14.613333,12.024138
PORTO/SERRA D/PORTUGAL,63608546000.000000,41.130000,-8.600000,100.000000,9.364286,10.400000,12.471429,13.533333,15.770370,18.837037,20.396296,20.618519,19.292593,16.248148,12.844444,10.600000
FARO/AEROPORT/PORTUGAL,63608554000.000000,37.020000,-7.970000,8.000000,11.900000,12.623077,14.674074,15.951852,18.318519,21.722222,24.033333,23.914815,22.251852,19.184615,15.684615,13.330769
BRAGANCA/PORTUGAL,63608575000.000000,41.800000,-6.730000,692.000000,3.807586,5.406667,8.400000,9.786897,13.273333,17.904138,20.916667,20.846667,17.643333,12.410000,7.603333,4.894286
BISTRITA/ROMANIA,63715085000.000000,47.130000,24.500000,367.000000,-3.291034,-1.702593,3.443448,9.691724,15.169667,17.947931,19.603000,18.784828,14.033103,8.688667,3.108667,-1.660000
IASI/ROMANIA,63715090000.000000,47.170000,27.630000,104.000000,-2.317241,-0.466667,3.879310,10.582759,16.643333,19.956667,21.703448,20.817241,15.920690,10.230000,4.016667,-0.855172
CLUJ-NAPOCA/ROMANIA,63715120000.000000,46.780000,23.570000,413.000000,-2.670690,-0.850000,4.025862,9.850000,14.983333,17.836667,19.660000,18.960345,14.518966,9.216667,3.293333,-1.356897
TIMISOARA/ROMANIA,63715247000.000000,45.770000,21.250000,88.000000,-0.592857,1.407143,6.003448,11.675862,17.030000,20.053333,22.093333,21.455172,16.610345,11.286667,5.550000,1.110345
SIBIU/ROMANIA,63715260000.000000,45.800000,24.150000,444.000000,-2.800000,-0.703704,3.824138,9.631034,14.913333,17.950000,19.726667,18.910345,14.389655,9.056667,3.426667,-1.206897
VF. OMU/ROMANIA,63715280000.000000,45.450000,25.450000,2509.000000,-10.219500,-10.952632,-8.200000,-4.010000,0.978261,3.840909,6.191304,6.390476,2.854545,-0.595652,-5.240909,-8.665217
SULINA/ROMANIA,63715360000.000000,45.150000,29.670000,9.000000,0.584286,1.031538,4.133793,9.623571,15.726897,20.209655,22.654483,22.297778,18.045000,12.909655,7.147586,2.509286
BUCURESTI/FILARET/ROMANIA,63715420000.000000,44.400000,26.100000,82.000000,-1.700000,0.348148,5.075862,11.086207,16.763333,20.670000,22.606667,21.796552,16.510345,10.510000,4.500000,-0.368966
CONSTANTA/ROMANIA,63715480000.000000,44.220000,28.630000,14.000000,1.255172,2.148148,5.441379,10.396552,16.103333,20.720000,23.196667,22.837931,18.653571,13.466667,7.743333,3.003448
MURMANSK/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822113000.000000,68.970000,33.050000,51.000000,-10.050000,-9.753333,-5.470000,-0.723333,4.033333,9.176667,12.896552,11.123333,6.937931,1.593103,-4.873333,-8.233333
KANIN NOS/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822165000.000000,68.650000,43.300000,49.000000,-8.135000,-8.992143,-6.723448,-3.954667,0.035172,5.235172,9.456429,9.006429,6.688148,2.723846,-1.487143,-5.388000
ARHANGEL'SK/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822550000.000000,64.500000,40.730000,8.000000,-12.790000,-11.403333,-5.446667,0.426667,6.950000,12.996667,16.256667,13.126667,8.223333,2.346667,-5.240000,-9.750000
REBOLY/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822602000.000000,63.830000,30.820000,182.000000,-11.395833,-10.395833,-5.269565,0.104167,7.116667,13.116667,16.200000,13.208696,8.047826,2.308696,-4.560870,-8.990909
VYTEGRA/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822837000.000000,61.020000,36.450000,56.000000,-9.783333,-9.470000,-3.653333,3.070000,9.589655,14.555172,17.483333,14.946667,9.826667,4.220000,-2.946667,-7.290000
ST.PETERBURG/RUSSIAN FEDERATION (EUROPEAN SECTOR),63826063000.000000,59.970000,30.300000,6.000000,-5.473333,-5.596667,-1.243333,5.086667,11.276667,15.640000,18.763333,16.863333,11.446667,6.216667,0.106667,-3.733333
VOLOGDA/RUSSIAN FEDERATION (EUROPEAN SECTOR),63827037000.000000,59.320000,39.920000,130.000000,-10.720000,-10.103333,-4.090000,3.470000,10.543333,15.026667,17.513333,14.706667,9.326667,3.333333,-3.943333,-8.413333
KAZAN'/RUSSIAN FEDERATION (EUROPEAN SECTOR),63827595000.000000,55.600000,49.280000,116.000000,-10.400000,-10.183333,-3.756667,5.543333,13.373333,18.220000,20.263333,17.640000,11.736667,4.886667,-3.350000,-8.553333
MOSKVA/RUSSIAN FEDERATION (EUROPEAN SECTOR),63827612000.000000,55.830000,37.620000,156.000000,-6.526667,-6.716667,-0.990000,6.673333,13.156667,17.000000,19.226667,16.986667,11.283333,5.560000,-1.240000,-5.240000
VORONEZ/RUSSIAN FEDERATION (EUROPEAN SECTOR),63834123000.000000,51.700000,39.220000,149.000000,-6.186667,-6.433333,-0.933333,8.460000,15.086207,18.755172,20.706897,19.425000,13.434483,7.055172,-0.400000,-5.157143
ASTRAHAN'/RUSSIAN FEDERATION (EUROPEAN SECTOR),63834880000.000000,46.280000,48.050000,-23.000000,-3.616667,-3.626667,2.276667,11.120000,17.706667,23.063333,25.640000,23.996667,17.703333,10.389655,3.126667,-1.923333
BEOGRAD/SERBIA,63913274000.000000,44.800000,20.470000,132.000000,1.465517,3.086207,7.627586,12.830000,18.075862,20.955172,23.030000,22.764286,18.100000,12.886667,7.113333,2.670000
NIS/SERBIA,63913388000.000000,43.330000,21.900000,202.000000,0.814167,2.627826,6.880000,12.140000,16.912500,20.132000,22.168000,22.275652,17.788696,12.484000,6.388000,2.347500
SLIAC/SLOVAKIA,64111903000.000000,48.650000,19.150000,315.000000,-3.083333,-1.237931,3.373333,9.283333,14.396429,17.380000,19.420000,18.620000,13.890000,8.563333,3.200000,-1.843333
POPRAD/TATRY/SLOVAKIA,64111934000.000000,49.070000,20.250000,695.000000,-4.160000,-2.863333,1.126667,6.503333,11.737931,14.623333,16.483333,15.896667,11.506667,6.793333,1.443333,-3.126667
KOSICE/SLOVAKIA,64111968000.000000,48.670000,21.220000,231.000000,-2.423077,-0.853846,4.100000,10.120000,14.928000,18.034615,20.011538,19.369231,14.759259,9.318519,3.459259,-1.037037
LJUBLJANA/BEZ/SLOVENIA,64214015000.000000,46.070000,14.520000,298.000000,0.185926,1.774483,6.544286,10.917037,15.801667,19.298462,21.289231,20.602143,15.924615,11.200769,5.749630,1.388462
LA CORUNA/SPAIN,64308001000.000000,43.370000,-8.420000,67.000000,10.826667,11.060000,12.360000,13.026667,14.989286,17.430000,19.090000,19.610345,18.653333,16.141379,13.279310,11.613793
OVIEDO/SPAIN,64308015000.000000,43.350000,-5.870000,339.000000,8.296667,8.703333,10.536667,11.241379,13.873333,16.650000,18.660000,19.060000,17.580000,14.560000,10.882759,8.856667
SANTANDER/SPAIN,64308023000.000000,43.470000,-3.820000,65.000000,9.875217,9.935000,11.187778,12.138000,14.442000,17.191481,19.256154,19.740769,18.446000,16.110000,12.451667,10.640769
SAN SEBASTIAN/SPAIN,64308027000.000000,43.300000,-2.050000,259.000000,8.440000,8.744828,10.340000,11.275862,14.396667,16.870000,18.883333,19.489655,17.946667,15.456667,11.372414,9.110000
BURGOS/VILLAF/SPAIN,64308075000.000000,42.370000,-3.630000,891.000000,3.086667,4.168966,7.020000,8.553333,12.173333,16.426667,19.523333,19.513333,16.076667,11.520000,6.540000,3.933333
VALLADOLID/SPAIN,64308141000.000000,41.650000,-4.770000,739.000000,4.743333,6.475172,9.573333,11.371724,15.013333,19.873333,22.866667,22.560000,18.956667,13.846667,8.433333,5.485517
ZARAGOZA/AEROPUERTO/SPAIN,64308160000.000000,41.666600,-1.016600,258.000000,6.980000,8.571667,11.901667,14.121667,18.318333,22.898333,25.628333,25.351667,21.498333,16.515000,10.911667,7.370690
SALAMANCA/MAT/SPAIN,64308202000.000000,40.950000,-5.500000,795.000000,3.953333,5.493333,8.333333,10.133333,13.966667,18.820000,21.480000,21.036667,17.543333,12.620000,7.580000,4.793103
NAVACERRADA/SPAIN,64308215000.000000,40.780000,-4.020000,1888.000000,0.731818,0.522727,2.630769,3.519231,7.242857,12.991667,17.073913,16.758333,13.143478,7.530435,2.556000,0.692308
MADRID/BARAJA/SPAIN,64308221000.000000,40.450000,-3.550000,582.000000,6.140667,7.754000,10.907333,12.897000,16.873667,22.420333,25.853667,25.397000,21.141000,15.417667,10.111000,6.861000
VALENCIA/SPAIN,64308285000.000000,39.480000,-0.380000,11.000000,12.085385,12.746923,14.873571,16.545000,19.327692,23.257037,25.995000,26.473846,24.005185,20.194074,15.641429,12.905185
CASTELLON-ALMAZORA/SPAIN,64308286000.000000,39.980000,-0.020000,20.000000,10.525000,11.120833,13.403846,15.357692,18.341667,22.504000,25.300000,25.573913,22.968000,19.047826,14.328000,11.369231
PALMA DE MALL/SPAIN,64308306000.000000,39.550000,2.730000,8.000000,9.503333,9.746667,11.333333,13.663333,17.543333,21.730000,24.746667,25.103333,22.168966,18.486667,13.660000,10.780000
MAHON/SAN LUIS/SPAIN,64308314000.000000,39.900000,4.300000,59.000000,10.639630,10.624815,12.133077,14.036923,17.575385,21.575385,24.574000,25.262000,22.352308,19.121538,14.610000,11.879231
BADAJOZ/TALAV/SPAIN,64308330000.000000,38.880000,-6.820000,192.000000,8.636000,10.442308,13.348148,15.121429,18.576923,23.414286,25.996429,25.881481,23.057692,17.873077,12.585185,9.622222
ALICANTE CIUDAD-JARD/SPAIN,64308359000.000000,38.370000,-0.500000,82.000000,11.651724,12.333333,14.234483,16.100000,19.057143,22.896552,25.476667,26.006897,23.516667,19.768966,15.433333,12.586667
ROTA/SPAIN,64308449000.000000,36.650000,-6.350000,26.000000,11.080000,12.529565,14.454286,16.139091,18.645455,21.974286,24.610909,24.677273,22.945455,19.466087,15.160909,12.374783
ALMERIA/AEROP/SPAIN,64308487000.000000,36.850000,-2.380000,21.000000,12.606667,13.337931,15.103333,16.966667,19.673333,23.446667,26.136667,26.696667,24.186667,20.396667,16.370000,13.796667
MELILLA/SPAIN,64360338000.000000,35.280000,-2.950000,55.000000,13.324000,13.925833,15.264000,16.740000,19.170000,22.500000,25.357500,25.846667,23.920000,20.520833,17.031200,14.530769
KARESUANDO/SWEDEN,64502080000.000000,68.450000,22.500000,327.000000,-14.046667,-13.310000,-8.763333,-2.626667,3.982759,10.279310,13.393103,10.866667,5.430000,-1.090000,-9.003333,-12.716667
HAPARANDA/SWEDEN,64502196000.000000,65.830000,24.150000,6.000000,-10.168966,-9.934483,-5.517241,0.286207,6.510345,12.886207,15.896552,13.664286,8.221429,2.632143,-3.550000,-7.921429
OSTERSUND/FRO/SWEDEN,64502226000.000000,63.180000,14.500000,370.000000,-7.270000,-6.833333,-3.540000,1.253333,6.743333,10.796667,13.566667,12.236667,7.956667,2.956667,-2.233333,-5.946667
KARLSTAD FLYG/SWEDEN,64502418000.000000,59.370000,13.470000,55.000000,-3.308571,-3.244286,-0.347857,4.280714,10.112857,13.898621,16.515862,15.346897,10.836552,6.072857,1.190714,-2.560690
GOTEBORG/SAVE/SWEDEN,64502512000.000000,57.780000,11.880000,53.000000,-0.746154,-0.761538,1.369231,5.651923,10.909615,13.971154,16.525000,15.951923,12.050000,7.930000,3.506000,0.418000
JONKOPING FLY/SWEDEN,64502550000.000000,57.770000,14.080000,232.000000,-2.476667,-2.603333,-0.096667,4.670000,9.936667,13.350000,15.870000,14.860000,10.536667,6.160000,1.673333,-1.563333
VISBY FLYGPLA/SWEDEN,64502590000.000000,57.670000,18.350000,47.000000,-0.086667,-0.736667,0.953333,4.903333,10.110000,13.976667,17.100000,16.660000,12.493333,8.193333,3.906667,1.096667
ZURICH (TOWN//SWITZERLAND,64606660000.000000,47.380000,8.570000,569.000000,0.350000,1.296667,5.260000,8.826667,13.326667,16.400000,18.600000,18.056667,14.143333,9.890000,4.383333,1.423333
SAENTIS/SWITZERLAND,64606680000.000000,47.250000,9.350000,2500.000000,-7.031000,-7.807667,-6.428333,-3.961667,0.675000,3.508333,6.048333,6.115000,3.348333,1.015000,-3.888333,-6.268333
GENEVE-COINTR/SWITZERLAND,64606700000.000000,46.250000,6.130000,416.000000,1.660714,2.714286,6.407143,9.835714,14.485714,17.889286,20.285714,19.685714,15.489655,11.217241,5.668966,2.746429
LUGANO/SWITZERLAND,64606770000.000000,46.000000,8.970000,276.000000,3.403333,4.613333,8.480000,11.556667,15.853333,19.660000,22.180000,21.536667,17.553333,12.943333,7.863333,4.290000
KAMISHLI/SYRIA,64740001000.000000,37.100000,41.200000,455.000000,6.756522,8.114815,11.730435,16.770833,22.838462,29.078261,32.540000,31.934783,27.904167,21.688462,13.656522,8.729167
ALEPPO/SYRIA,64740007000.000000,36.180000,37.220000,393.000000,5.939000,7.372333,10.904444,16.062759,21.545517,26.248966,28.786897,28.873103,25.461429,19.910345,12.096552,7.292857
LATTAKIA/SYRIA,64740022000.000000,35.530000,35.770000,7.000000,11.889655,12.422222,14.625926,17.900000,20.793103,24.117857,26.575000,27.364286,25.746429,22.653571,17.362069,13.607407
HAMA/SYRIA,64740030000.000000,35.130000,36.720000,309.000000,7.273929,8.599310,11.868077,16.652500,21.837692,26.302963,28.813214,28.722800,25.876667,20.641923,12.769630,8.343333
DEIR EZZOR/SYRIA,64740045000.000000,35.320000,40.150000,212.000000,6.921724,8.827667,12.982222,18.959655,24.787241,29.955862,32.997241,32.210690,27.767857,21.372759,13.300690,8.046786
PALMYRA/SYRIA,64740061000.000000,34.550000,38.300000,404.000000,6.679643,8.783214,12.781200,18.297407,23.412222,27.619630,29.834444,29.739615,26.615926,20.922143,12.990000,7.955000
DAMASCUS INT./SYRIA,64740080000.000000,33.420000,36.520000,605.000000,6.196429,7.972414,11.253846,16.037037,20.711538,24.853571,27.250000,26.960714,23.942857,18.896429,11.941379,7.677778
ZONGULDAK/TURKEY,64917022000.000000,41.450000,31.800000,136.000000,6.320000,5.924138,7.655172,11.410000,15.420000,19.720000,21.944828,22.024138,18.850000,15.300000,11.360000,8.343333
SAMSUN/TURKEY,64917030000.000000,41.280000,36.330000,4.000000,7.281481,6.607143,7.993103,11.235714,15.485714,20.414815,23.611111,23.977778,20.229630,16.251852,12.142308,9.203571
GIRESUN/TURKEY,64917034000.000000,40.920000,38.400000,38.000000,7.556667,7.113793,8.351724,11.570000,15.468966,20.185714,23.144828,23.696552,20.413333,16.606897,12.456667,9.530000
EDIRNE/TURKEY,64917050000.000000,41.670000,26.570000,48.000000,3.276667,4.790000,8.150000,13.370000,18.570000,23.040000,25.263333,24.986667,20.416667,14.726667,9.146207,4.806667
ISTANBUL/GOZT/TURKEY,64917062000.000000,40.970000,29.080000,33.000000,6.905333,6.665333,8.592000,12.932000,17.595333,22.392000,24.732000,24.788667,21.032000,16.628667,12.046552,8.785000
KASTAMONU/TURKEY,64917074000.000000,41.370000,33.770000,799.000000,-0.626667,0.490000,4.303333,9.486667,13.973333,17.566667,20.376667,20.183333,15.783333,10.640000,4.579310,0.740000
CORUM/TURKEY,64917084000.000000,40.550000,34.970000,776.000000,0.213333,1.400000,5.510345,10.675862,14.650000,18.362069,21.044828,21.146429,17.273333,11.965517,5.760000,1.953333
SIVAS/TURKEY,64917090000.000000,39.750000,37.020000,1285.000000,-3.006667,-2.120000,3.110000,9.210000,13.550000,17.396667,20.413793,20.513793,16.530000,11.036667,4.327586,-0.490000
ERZINCAN/TURKEY,64917092000.000000,39.730000,39.500000,1215.000000,-2.513333,-0.996667,4.496667,10.943333,15.646667,20.216667,24.206667,24.053333,19.093333,12.340000,5.217241,0.023333
ERZURUM/TURKEY,64917096000.000000,39.920000,41.270000,1758.000000,-10.440769,-8.754444,-2.421111,5.078889,10.008519,14.593704,18.990370,18.920769,13.874615,7.516923,-0.021154,-6.146667
KARS/TURKEY,64917098000.000000,40.600000,43.080000,1775.000000,-8.958621,-6.975000,-1.464286,5.713793,10.140000,14.020690,17.842857,17.906897,13.700000,7.768966,0.636667,-5.186667
CANAKKALE/TURKEY,64917112000.000000,40.130000,26.400000,3.000000,6.683333,6.583333,8.633333,12.903333,17.810000,22.813333,25.543333,25.510000,21.325517,16.506667,11.849655,8.530000
BURSA/TURKEY,64917116000.000000,40.180000,29.070000,100.000000,5.881333,6.261333,8.811333,13.401333,18.194667,22.834667,25.121333,25.021333,20.721333,15.842667,10.748966,7.682667
ANKARA/CENTRAL/TURKEY,64917130000.000000,40.000000,32.900000,894.000000,0.690000,1.963333,6.133333,11.380000,16.196667,20.296667,23.566667,23.443333,18.824138,13.153333,6.820690,2.600000
BALIKESIR/TURKEY,64917150000.000000,39.620000,27.920000,102.000000,4.601538,5.022500,7.982000,13.036154,17.294000,22.160741,24.542222,24.546667,20.517083,15.593200,9.689615,6.396800
VAN/TURKEY,64917170000.000000,38.450000,43.320000,1661.000000,-2.520000,-1.922500,2.400000,8.309231,13.501538,18.976000,22.892000,22.502500,17.948696,11.518261,4.808000,0.020000
USAK/TURKEY,64917188000.000000,38.670000,29.420000,919.000000,2.513333,2.967857,6.135714,10.848276,15.580000,20.041379,23.368966,23.486207,18.983333,13.568966,7.743333,4.016667
AFYON/TURKEY,64917190000.000000,38.750000,30.530000,1034.000000,0.333333,1.480000,5.456667,10.313333,15.213333,19.500000,22.466667,22.290000,18.090000,12.433333,6.555172,2.460000
SIIRT/TURKEY,64917210000.000000,37.930000,42.000000,895.000000,3.006667,4.345172,8.565862,14.060000,19.473333,25.924483,30.369310,29.886071,25.137667,18.246207,10.287667,4.871000
ISPARTA/TURKEY,64917240000.000000,37.750000,30.550000,997.000000,2.048276,2.770370,6.200000,10.728571,15.707143,20.535714,23.864286,23.496429,18.703571,13.074074,7.264286,3.413793
KONYA/TURKEY,64917244000.000000,37.970000,32.550000,1022.000000,-0.257407,0.990741,5.716667,11.116667,15.701852,20.401852,23.729630,23.541667,18.750000,12.692308,6.044444,1.700000
NIGDE/TURKEY,64917250000.000000,37.970000,34.680000,1208.000000,0.007667,0.854615,5.628929,11.032500,15.324000,19.432500,22.811071,22.634828,18.297333,12.703929,6.390667,2.100667
KAHRAMANMARAS/TURKEY,64917255000.000000,37.600000,36.930000,549.000000,5.241379,6.400000,10.503448,15.503448,20.444828,25.300000,28.579310,28.751724,25.226667,19.148276,11.520000,6.840000
URFA/TURKEY,64917270000.000000,37.130000,38.770000,547.000000,5.870000,6.910000,11.096667,16.396667,22.473333,28.453333,32.210000,31.446667,26.923333,20.376667,12.644828,7.536667
DIYARBAKIR/TURKEY,64917280000.000000,37.880000,40.180000,677.000000,2.065172,3.172069,8.158276,13.572069,18.961724,26.267500,31.044483,30.182222,24.437778,17.014483,8.808929,3.511034
HAKKARI/TURKEY,64917285000.000000,37.570000,43.770000,1720.000000,-3.493462,-2.515185,2.547037,8.558148,14.302593,20.378846,24.961481,24.908889,20.563846,13.695185,5.040000,-0.867037
MUGLA/TURKEY,64917292000.000000,37.200000,28.350000,646.000000,5.586667,5.790000,8.543333,12.606667,17.823333,23.116667,26.466667,26.250000,21.763333,16.155172,10.306897,6.876667
ANTALYA/TURKEY,64917300000.000000,36.700000,30.730000,57.000000,9.917692,10.406154,12.671538,16.078400,20.802308,25.891154,28.801786,28.573214,25.005926,20.452692,14.907200,11.448846
MERSIN/TURKEY,64917340000.000000,36.820000,34.600000,3.000000,10.927586,11.335714,14.239286,17.934483,21.562069,25.192308,28.051724,28.558621,26.170000,22.110345,16.396667,12.360000
KYIV/UKRAINE,65033345000.000000,50.400000,30.570000,167.000000,-3.480000,-2.982759,2.053571,9.272414,15.565517,18.553333,20.548276,19.716667,14.310714,8.337931,1.916667,-2.237931
L'VIV/UKRAINE,65033393000.000000,49.820000,23.950000,323.000000,-3.266667,-2.126667,1.953333,8.427586,13.820690,16.426667,18.310000,17.636667,13.071429,8.051724,2.682759,-1.862069
