,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
REYKJAVIK/ICELAND,62004030000.000000,64.130000,-21.900000,53.000000,3.000000,2.630769,4.038462,6.918182,9.546154,12.850000,14.708333,13.992857,11.225000,7.228571,4.230769,3.521429
AKUREYRI/ICELAND,62004063000.000000,65.680000,-18.080000,27.000000,2.902667,2.273571,3.534375,6.431429,9.896000,13.996000,15.716429,15.208750,12.209333,6.440000,3.462000,3.158750
HOFN I HORNAFIRDI/HO/ICELAND,62004082000.000000,64.300000,-15.200000,2.000000,3.996667,3.511429,4.615000,7.189286,9.969333,12.702667,14.216667,14.250000,11.770000,7.937333,5.196875,4.140625
VALENTIA OBSE/IRELAND,62103953000.000000,51.930000,-10.250000,14.000000,9.502917,9.545000,10.710000,12.340769,14.513846,16.474400,17.936923,18.098400,16.818400,14.290400,11.590769,10.044615
CORK AIRPORT/IRELAND,62103955000.000000,51.850000,-8.480000,162.000000,8.108000,8.217391,9.796154,11.819231,14.373077,16.980769,18.842308,18.720000,16.532000,13.407692,10.284615,8.400000
ROSSLARE/IRELAND,62103957000.000000,52.250000,-6.330000,25.000000,8.857143,8.710714,9.996429,11.340741,13.655556,16.223077,18.311111,18.548148,16.811538,13.962963,11.285185,9.529630
SHANNON AIRPO/IRELAND,62103962000.000000,52.700000,-8.920000,20.000000,8.107273,8.557273,10.399167,12.739200,15.498696,17.932083,19.490417,19.116087,17.193913,13.957083,10.419583,8.340417
BIRR/IRELAND,62103965000.000000,53.080000,-7.880000,72.000000,7.955000,8.505000,10.365000,12.415000,15.370000,17.680000,19.780000,19.260000,16.865000,13.335000,10.185000,8.420000
CASEMENT AERO/IRELAND,62103967000.000000,53.300000,-6.430000,93.000000,7.688889,8.266667,10.030769,12.275000,15.092308,17.646154,19.092308,19.100000,17.241667,13.569231,10.009091,7.776923
DUBLIN AIRPOR/IRELAND,62103969000.000000,53.430000,-6.250000,85.000000,7.945833,7.947826,9.978462,11.955385,14.661600,17.392000,19.268000,19.180000,16.976000,13.711538,10.100000,8.103846
CLONES/IRELAND,62103974000.000000,54.180000,-7.230000,89.000000,7.195000,7.815000,9.770000,11.910000,14.975000,17.275000,19.360000,18.780000,16.455000,12.850000,9.495000,7.485000
BELMULLET/IRELAND,62103976000.000000,54.230000,-10.000000,10.000000,7.829565,8.112727,9.396800,11.364800,13.504800,15.242500,16.587826,16.980800,15.625000,12.928000,10.056000,8.156000
MALIN HEAD/IRELAND,62103980000.000000,55.370000,-7.330000,25.000000,8.046667,8.062069,9.270000,10.793333,13.003333,15.010000,16.750000,16.943333,15.648276,13.016667,10.333333,8.556667
LOD AIRPORT/ISRAEL,62240180000.000000,32.000000,34.900000,49.000000,18.588462,19.675000,21.525000,25.450000,28.876667,30.933333,32.666667,32.900000,31.746154,29.306667,25.440000,20.720000
EILAT/ISRAEL,62240199000.000000,29.550000,34.950000,13.000000,22.340000,24.231000,27.125000,31.471538,36.494615,39.325385,41.071538,40.664167,38.025000,33.859231,28.676923,23.903333
TRIESTE/ITALY,62316110000.000000,45.650000,13.750000,20.000000,9.193636,10.444000,13.807692,18.242500,23.320000,26.735000,29.557273,28.754615,24.439091,19.755385,14.346923,9.960000
PISA/S. GIUST/ITALY,62316158000.000000,43.680000,10.380000,6.000000,11.333333,12.342857,15.107143,18.218182,22.946154,26.978571,30.115385,29.730769,25.853846,21.250000,15.666667,11.666667
TERMOLI/ITALY,62316232000.000000,42.000000,15.000000,44.000000,11.938462,12.023077,14.900000,17.807143,22.414286,26.620000,29.346667,29.225000,25.285714,21.492857,16.714286,12.857143
MARINA DI GIN/ITALY,62316325000.000000,40.430000,16.880000,12.000000,13.614000,13.960000,16.477778,19.192000,24.265000,29.140000,32.144000,32.143636,27.348889,23.186000,18.396000,14.458333
MESSINA/ITALY,62316420000.000000,38.200000,15.550000,51.000000,13.888750,13.641429,16.038750,18.766667,23.162000,27.112000,30.392000,30.496667,26.849091,23.233333,18.503636,15.092222
TRAPANI/BIRGI/ITALY,62316429000.000000,37.920000,12.500000,14.000000,15.387500,14.490000,16.613636,19.486364,23.772727,27.535000,30.179167,30.617857,27.268182,23.937500,19.481818,15.900000
CATANIA/SIGON/ITALY,62316459000.000000,37.400000,14.920000,22.000000,16.595556,17.249091,19.665000,22.400000,27.258182,32.328095,35.151905,35.111053,31.004286,26.916316,21.290000,17.354706
MA'AN/JORDAN,62440310000.000000,30.170000,35.780000,1070.000000,14.000000,16.110000,19.766667,24.970000,29.525000,33.116667,34.416667,35.285714,32.530769,28.230769,20.920000,16.172727
LIEPAJA/LATVIA,62626406000.000000,56.480000,21.020000,7.000000,0.029412,-0.194118,3.585714,9.160000,15.350000,17.831250,20.725000,20.581250,16.650000,11.547059,6.076471,2.417647
KAUNAS/LITHUANIA,62826629000.000000,54.880000,23.830000,77.000000,-1.800000,-0.926087,4.426087,12.168182,18.483333,21.021739,23.439130,22.743478,17.437500,10.958333,4.204348,-0.063636
VILNIUS/LITHUANIA,62826730000.000000,54.630000,25.100000,156.000000,-2.266667,-1.622727,3.756522,11.931579,18.539130,21.020833,23.350000,22.470833,16.916667,10.427273,3.569565,-0.825000
LUQA/MALTA,63016597000.000000,35.850000,14.480000,91.000000,15.853846,15.427273,16.900000,19.950000,24.342857,28.950000,31.685714,31.716667,27.884615,24.350000,20.592308,17.133333
KISINEV/MOLDOVA,63133815000.000000,47.020000,28.980000,173.000000,0.400000,1.176471,7.441176,15.331250,22.494118,25.164706,27.111765,27.147059,21.922222,15.018750,7.522222,2.925000
PLEVLJA/MONTENEGRO,63213363000.000000,43.350000,19.350000,788.000000,2.025000,4.850000,10.423529,14.729412,20.258824,22.966667,25.650000,26.193333,21.877778,17.111765,9.312500,3.644444
DE BILT/NETHERLANDS,63306260000.000000,52.100000,5.180000,15.000000,5.528571,6.900000,10.120000,15.071429,18.233333,21.164286,23.214286,22.871429,19.738462,15.192857,10.092857,5.486667
LEBA/POLAND,63512120000.000000,54.750000,17.530000,2.000000,4.322222,4.255556,10.027778,16.361111,21.094444,23.244444,26.105556,25.705882,21.116667,16.231579,9.561111,5.852632
ELBLAG/POLAND,63512160000.000000,54.170000,19.430000,43.000000,2.143333,2.482222,9.171111,16.530588,21.443333,22.921111,25.554444,25.471765,20.065556,14.987778,7.687778,4.010000
SZCZECIN/POLAND,63512205000.000000,53.400000,14.620000,3.000000,5.622222,6.061111,12.327778,18.711111,23.083333,25.838889,27.966667,28.076471,22.850000,17.015789,10.438889,6.894737
BIALYSTOK/POLAND,63512295000.000000,53.100000,23.170000,151.000000,3.052941,2.488889,10.144444,17.766667,22.838889,24.583333,27.538889,26.835294,21.711765,15.689474,8.444444,3.994737
POZNAN/POLAND,63512330000.000000,52.420000,16.830000,92.000000,4.888889,5.633333,12.111111,18.922222,23.511111,26.344444,29.144444,28.505882,23.061111,17.368421,10.416667,6.426316
WARSZAWA-OKEC/POLAND,63512375000.000000,52.170000,20.970000,107.000000,3.927778,4.383333,11.900000,18.527778,23.622222,25.688889,28.655556,27.817647,22.677778,17.189474,9.983333,5.722222
SIEDLCE/POLAND,63512385000.000000,52.180000,22.270000,149.000000,3.282353,3.394118,11.158824,18.172222,23.127778,25.135294,28.300000,27.388235,22.494444,16.950000,9.400000,5.177778
WROCLAW II/POLAND,63512424000.000000,51.100000,16.880000,121.000000,6.273333,6.990000,13.217778,19.792941,23.706667,26.834444,29.651111,28.868235,24.172222,18.761111,12.244444,7.922222
WLODAWA/POLAND,63512497000.000000,51.550000,23.530000,179.000000,2.977778,3.166667,11.022222,18.150000,23.388889,25.105556,28.433333,27.558824,23.011111,16.894444,9.483333,4.610526
KRAKOW/POLAND,63512566000.000000,50.080000,19.800000,237.000000,4.781176,5.598824,13.045882,19.275294,23.281176,25.981176,28.510588,27.463750,23.498889,18.487778,11.440000,6.651111
LISBOA/GEOF/PORTUGAL,63608535000.000000,38.720000,-9.150000,95.000000,14.570000,16.272727,18.366667,19.845455,22.345455,26.181818,27.700000,28.400000,26.263636,22.483333,17.833333,14.820000
BRAGANCA/PORTUGAL,63608575000.000000,41.800000,-6.730000,692.000000,10.410000,13.238571,16.616250,18.845714,21.786667,27.640000,30.191250,30.678750,26.573333,20.128750,14.122500,10.618333
BISTRITA/ROMANIA,63715085000.000000,47.130000,24.500000,367.000000,2.514545,4.864615,9.898571,16.956923,22.648571,25.398571,27.003077,26.974286,21.653846,16.161538,10.110000,3.038571
IASI/ROMANIA,63715090000.000000,47.170000,27.630000,104.000000,0.571429,3.692857,9.662500,17.086667,23.393750,26.868750,28.740000,28.143750,21.660000,16.287500,8.893750,1.693750
CLUJ-NAPOCA/ROMANIA,63715120000.000000,46.780000,23.570000,413.000000,1.236364,4.246154,9.907143,16.361538,21.992857,24.876923,26.592308,26.485714,20.969231,15.435714,8.735714,1.923077
TIMISOARA/ROMANIA,63715247000.000000,45.770000,21.250000,88.000000,3.642857,6.307143,11.781250,18.280000,24.056250,27.162500,29.314286,29.156250,23.153333,18.325000,10.960000,4.600000
SIBIU/ROMANIA,63715260000.000000,45.800000,24.150000,444.000000,2.530000,5.594286,10.195625,16.414667,22.026875,25.245625,27.028000,26.533125,20.641333,16.608125,10.214375,3.439375
SULINA/ROMANIA,63715360000.000000,45.150000,29.670000,9.000000,2.800714,3.765000,7.000625,12.264000,18.805000,23.486250,26.028667,25.855333,20.768667,15.361250,10.230000,4.848750
BUCURESTI/FILARET/ROMANIA,63715420000.000000,44.400000,26.100000,82.000000,2.077143,5.770000,11.289333,17.644000,23.990000,27.852500,30.017333,29.722500,23.185333,17.253750,10.228750,3.078750
CONSTANTA/ROMANIA,63715480000.000000,44.220000,28.630000,14.000000,4.942857,6.342857,10.012500,14.413333,20.518750,25.225000,27.813333,27.625000,22.326667,17.318750,12.075000,6.175000
MURMANSK/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822113000.000000,68.970000,33.050000,51.000000,-7.413636,-6.931818,-2.540000,2.600000,7.608333,13.595652,17.565217,14.862500,9.895455,4.047826,-2.279167,-5.816667
KANIN NOS/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822165000.000000,68.650000,43.300000,49.000000,-3.854545,-5.710000,-3.553846,0.009091,3.216667,9.425000,13.764286,13.316667,9.545455,5.583333,1.478571,-1.491667
KANDALAKSA/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822217000.000000,67.150000,32.350000,25.000000,-9.100000,-8.520000,-2.600000,3.360000,9.833333,15.966667,18.792857,16.093750,10.553333,4.546667,-2.281250,-6.562500
ARHANGEL'SK/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822550000.000000,64.500000,40.730000,8.000000,-9.830000,-8.805000,-1.169565,5.227273,13.028571,18.450000,21.943478,18.027273,12.227273,5.060870,-2.134783,-6.836364
REBOLY/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822602000.000000,63.830000,30.820000,182.000000,-9.273333,-7.688235,-1.805556,4.637500,12.211111,17.378947,20.927778,17.050000,11.418750,4.855556,-1.935294,-6.330769
ONEGA/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822641000.000000,63.900000,38.120000,13.000000,-8.086667,-7.486667,-1.160000,5.433333,13.657143,18.766667,22.040000,18.762500,13.140000,5.768750,-0.906250,-5.768750
SORTAVALA/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822802000.000000,61.720000,30.720000,19.000000,-5.806667,-5.920000,-0.140000,6.673333,14.600000,18.693333,22.142857,19.343750,13.675000,7.650000,1.225000,-3.112500
PETROZAVODSK/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822820000.000000,61.820000,34.270000,110.000000,-7.113333,-7.080000,-0.213333,6.007692,14.142857,18.313333,21.585714,18.443750,13.281250,6.868750,0.012500,-3.606250
VYTEGRA/RUSSIAN FEDERATION (EUROPEAN SECTOR),63822837000.000000,61.020000,36.450000,56.000000,-7.252381,-6.660000,0.660870,8.238095,16.204545,20.190476,23.304545,20.195455,14.259091,7.018182,-0.320833,-4.995652
ST.PETERBURG/RUSSIAN FEDERATION (EUROPEAN SECTOR),63826063000.000000,59.970000,30.300000,6.000000,-3.790476,-2.873913,1.759091,9.142105,16.242857,20.254167,23.252381,21.221739,14.940909,8.690909,2.291304,-1.223810
VELIKIE LUKI/RUSSIAN FEDERATION (EUROPEAN SECTOR),63826477000.000000,56.350000,30.620000,106.000000,-3.721429,-2.888235,3.111765,11.256250,18.425000,21.427778,22.882353,21.547059,15.600000,9.516667,1.941176,-2.800000
SMOLENSK/RUSSIAN FEDERATION (EUROPEAN SECTOR),63826781000.000000,54.750000,32.070000,239.000000,1.938000,1.771333,8.497857,16.879091,25.424667,27.398000,29.038000,27.728462,22.633571,15.783571,6.297273,3.605385
VOLOGDA/RUSSIAN FEDERATION (EUROPEAN SECTOR),63827037000.000000,59.320000,39.920000,130.000000,-7.919048,-7.110000,0.569565,8.595455,17.531818,20.814286,23.773913,20.604762,14.240909,6.826087,-1.120833,-5.939130
KOSTROMA/RUSSIAN FEDERATION (EUROPEAN SECTOR),63827333000.000000,57.730000,40.780000,126.000000,-7.071429,-5.761538,0.978571,9.585714,18.760000,21.700000,24.026667,21.775000,15.181250,7.762500,-0.093750,-4.075000
KAZAN'/RUSSIAN FEDERATION (EUROPEAN SECTOR),63827595000.000000,55.600000,49.280000,116.000000,-7.700000,-6.809091,-0.120000,10.156522,19.736842,23.865217,25.834783,23.244000,16.447826,8.313043,-0.804348,-5.966667
MOSKVA/RUSSIAN FEDERATION (EUROPEAN SECTOR),63827612000.000000,55.830000,37.620000,156.000000,-4.909091,-4.143478,2.520000,11.487500,18.788000,22.321739,24.548000,21.976000,15.800000,8.783333,1.091667,-3.012000
ELAT'MA/RUSSIAN FEDERATION (EUROPEAN SECTOR),63827648000.000000,54.950000,41.770000,136.000000,-6.653333,-6.126667,1.106667,11.246667,20.366667,23.650000,25.313333,23.793750,16.968750,8.912500,0.557143,-3.462500
PAVELEC/RUSSIAN FEDERATION (EUROPEAN SECTOR),63827823000.000000,53.780000,39.250000,209.000000,-5.828571,-5.873333,-0.080000,11.342857,20.420000,23.314286,24.885714,23.873333,17.075000,9.337500,0.756250,-3.387500
VORONEZ/RUSSIAN FEDERATION (EUROPEAN SECTOR),63834123000.000000,51.700000,39.220000,149.000000,-3.850000,-3.778947,3.084211,14.242105,21.410000,24.400000,26.785000,26.029412,19.477778,11.220000,2.760000,-2.111111
OKTJABR'SKIJ/RUSSIAN FEDERATION (EUROPEAN SECTOR),63834163000.000000,51.630000,45.450000,201.000000,-6.506667,-6.987500,-0.318750,12.012500,21.031250,25.812500,27.206250,26.706250,19.446667,10.243750,0.933333,-3.862500
SARATOV/RUSSIAN FEDERATION (EUROPEAN SECTOR),63834172000.000000,51.570000,46.030000,156.000000,-6.119375,-5.327333,-0.368750,12.841765,20.300000,25.843750,27.888235,25.535294,18.512500,9.788235,-0.131250,-5.431250
ASTRAHAN'/RUSSIAN FEDERATION (EUROPEAN SECTOR),63834880000.000000,46.280000,48.050000,-23.000000,-0.309048,0.427222,7.637273,17.595000,24.119500,29.714091,31.914091,30.795909,24.592174,16.261905,7.572105,1.796087
MAHACKALA/RUSSIAN FEDERATION (EUROPEAN SECTOR),63837472000.000000,42.830000,47.550000,32.000000,4.446667,4.057143,6.900000,14.064286,20.186667,26.260000,28.921429,28.680000,23.942857,17.313333,10.850000,6.856250
BEOGRAD/SERBIA,63913274000.000000,44.800000,20.470000,132.000000,4.627083,6.976087,12.642000,18.227200,23.585417,26.128261,28.631304,28.796667,23.666087,18.200800,11.439231,5.516154
NIS/SERBIA,63913388000.000000,43.330000,21.900000,202.000000,4.623529,7.125000,12.958824,18.529412,23.306250,26.441176,29.305882,29.725000,25.368750,19.082353,11.523529,5.981250
SLIAC/SLOVAKIA,64111903000.000000,48.650000,19.150000,315.000000,0.992857,4.566667,9.131250,16.569231,21.823077,24.893333,26.857143,26.280000,20.820000,14.762500,7.693750,1.353333
POPRAD/TATRY/SLOVAKIA,64111934000.000000,49.070000,20.250000,695.000000,0.135714,2.638462,6.231250,13.250000,18.380000,21.333333,23.125000,22.793333,17.566667,12.862500,6.218750,0.462500
LA CORUNA/SPAIN,64308001000.000000,43.370000,-8.420000,67.000000,12.886667,13.594286,15.442500,16.023750,17.880000,20.486250,21.773750,22.461250,21.613333,19.067500,15.211250,13.380000
OVIEDO/SPAIN,64308015000.000000,43.350000,-5.870000,339.000000,12.086667,12.607143,15.433333,16.168750,18.743750,21.418750,22.956250,23.500000,22.080000,19.200000,14.026667,12.181250
SANTANDER/SPAIN,64308023000.000000,43.470000,-3.820000,65.000000,12.497692,12.305385,14.051538,14.866923,16.828462,19.559231,21.405385,22.411429,21.043846,19.204286,14.682308,12.832857
BILBAO/SPAIN,64308025000.000000,43.300000,-2.800000,16.000000,13.409091,14.000000,16.669231,18.092308,21.023077,23.685714,24.950000,25.940000,24.364286,21.507143,15.778571,13.221429
SAN SEBASTIAN/SPAIN,64308027000.000000,43.300000,-2.050000,259.000000,11.293333,11.221429,13.886667,14.968750,18.313333,20.543750,21.843750,22.681250,21.033333,18.993750,13.680000,11.337500
SANTIAGO/COMPOSTELA/SPAIN,64308042000.000000,42.800000,-8.100000,-999.000000,11.956667,13.836154,16.043846,17.023333,20.068571,23.525714,24.804286,25.804286,24.082308,19.261429,14.532857,12.418571
PONFERRADA/SPAIN,64308053000.000000,42.530000,-6.580000,555.000000,9.916923,13.186154,16.686154,18.335833,22.455385,27.394286,29.515714,29.794286,26.102308,19.458571,13.051429,9.101429
BURGOS/VILLAF/SPAIN,64308075000.000000,42.370000,-3.630000,891.000000,6.367273,8.000000,12.722308,14.430833,18.671667,24.368462,27.206923,26.953077,22.655833,17.158462,9.892143,6.743846
VALLADOLID/SPAIN,64308141000.000000,41.650000,-4.770000,739.000000,7.772727,10.745455,14.709091,17.245455,21.718182,28.400000,30.454545,29.800000,25.500000,18.600000,11.458333,8.158333
ZARAGOZA/AEROPUERTO/SPAIN,64308160000.000000,41.666600,-1.016600,258.000000,10.693333,12.971429,17.581250,20.262500,24.787500,30.187500,32.581250,31.818750,27.033333,21.950000,14.875000,10.560000
SALAMANCA/MAT/SPAIN,64308202000.000000,40.950000,-5.500000,795.000000,9.525000,12.053846,15.960000,17.717857,21.682143,28.260714,30.470000,30.235714,25.507143,19.903333,12.943333,9.996667
NAVACERRADA/SPAIN,64308215000.000000,40.780000,-4.020000,1888.000000,2.415385,2.769231,6.087500,8.093750,12.371429,19.006667,22.678571,22.414286,17.057143,11.240000,4.968750,2.962500
MADRID/BARAJA/SPAIN,64308221000.000000,40.450000,-3.550000,582.000000,10.981667,13.255455,17.173333,19.347143,23.140000,30.176154,33.337692,33.006923,27.665000,21.665000,14.830769,10.929231
VALENCIA/SPAIN,64308285000.000000,39.480000,-0.380000,11.000000,15.933333,16.790000,18.941667,20.791667,23.636364,26.858333,29.427273,29.791667,27.483333,24.236364,19.654545,16.354545
CASTELLON-ALMAZORA/SPAIN,64308286000.000000,39.980000,-0.020000,20.000000,15.600000,16.328571,18.831250,21.106667,24.046667,28.118750,30.313333,30.678571,27.593333,24.207692,18.986667,15.718750
PALMA DE MALL/SPAIN,64308306000.000000,39.550000,2.730000,8.000000,15.393333,15.385714,17.826667,20.368750,24.281250,28.687500,31.181250,31.350000,27.721429,24.106250,18.875000,16.068750
MAHON/SAN LUIS/SPAIN,64308314000.000000,39.900000,4.300000,59.000000,14.471429,14.041667,16.193333,18.460000,22.186667,26.413333,28.953333,29.453333,26.150000,22.866667,17.966667,15.135714
BADAJOZ/TALAV/SPAIN,64308330000.000000,38.880000,-6.820000,192.000000,13.960000,16.335714,20.286667,22.146667,26.033333,32.046667,34.813333,34.700000,30.146667,24.456250,17.993750,14.381250
ALICANTE CIUDAD-JARD/SPAIN,64308359000.000000,38.370000,-0.500000,82.000000,16.960000,17.348571,19.680000,21.454667,24.380000,28.201333,30.326250,30.882500,28.354667,25.060000,20.200000,17.353333
GRANADA/AEROP/SPAIN,64308419000.000000,37.180000,-3.780000,559.000000,15.458333,16.869231,21.020000,22.860000,26.928571,33.328571,36.584615,35.980000,30.385714,25.513333,18.650000,15.362500
ROTA/SPAIN,64308449000.000000,36.650000,-6.350000,26.000000,16.360000,17.730000,20.081481,21.344828,24.040000,27.386207,30.251724,30.146667,28.051724,24.520000,20.142857,17.150000
MELILLA/SPAIN,64360338000.000000,35.280000,-2.950000,55.000000,16.508333,16.840000,18.481818,20.166667,22.583333,26.138462,28.769231,28.875000,26.509091,23.491667,20.015385,17.761538
KARESUANDO/SWEDEN,64502080000.000000,68.450000,22.500000,327.000000,-8.771429,-9.235714,-3.573333,2.592857,8.080000,15.593333,18.993333,16.281250,10.113333,2.356250,-4.906250,-7.931250
HAPARANDA/SWEDEN,64502196000.000000,65.830000,24.150000,6.000000,-5.192308,-5.976923,-1.053333,4.821429,11.140000,17.766667,20.613333,18.515385,12.492308,5.692857,-0.335714,-3.764286
